dis,ang1,ang2,collision
28,164,215,1
23,223,259,1
50,282,234,1
32,88,217,1
31,160,242,1
41,288,125,0
23,196,121,1
64,347,43,1
60,303,135,0
19,220,159,1
25,287,84,1
61,60,230,1
34,207,104,1
44,160,261,1
28,312,46,1
27,306,100,1
44,348,245,1
32,72,17,1
36,195,44,1
37,291,299,1
37,245,101,1
39,31,178,1
57,139,126,1
52,340,203,1
65,143,103,1
28,214,121,1
27,62,16,1
61,97,89,1
49,340,19,1
36,122,186,1
36,113,34,1
40,15,168,1
53,216,32,0
53,253,249,1
36,103,26,1
56,66,67,1
35,161,144,1
39,169,137,1
31,165,6,1
26,42,197,1
44,242,64,0
65,172,206,1
52,351,130,1
55,300,231,1
46,5,349,1
62,52,272,1
21,337,79,1
45,230,308,1
61,209,119,0
30,183,173,1
29,60,251,1
44,129,162,1
48,106,51,1
54,157,304,1
61,210,293,1
60,36,145,1
47,168,153,1
26,333,156,1
45,112,115,1
45,290,212,1
58,200,108,0
33,345,223,1
20,318,11,1
56,50,346,1
49,97,15,1
31,262,246,1
63,29,324,1
22,323,207,1
48,227,271,1
25,273,155,1
63,37,20,1
20,276,80,1
25,204,189,1
28,236,274,1
28,132,325,1
55,291,226,1
61,98,312,1
57,92,105,1
43,57,341,1
62,90,327,1
47,25,222,1
38,1,61,1
54,299,223,1
47,28,59,1
27,49,330,1
35,359,130,1
27,131,317,1
20,191,303,1
39,190,173,1
49,267,145,0
22,270,38,1
47,255,310,1
56,276,317,1
53,62,228,1
54,216,42,0
30,223,203,1
39,179,243,1
57,201,166,1
42,344,224,1
33,227,83,1
29,336,31,1
56,185,325,1
47,128,13,1
20,119,217,1
54,311,195,1
18,132,7,1
53,252,262,1
41,139,48,1
58,220,351,1
25,136,96,1
52,219,294,1
61,328,44,1
57,225,178,1
43,195,265,1
26,226,139,1
55,14,95,1
53,243,320,1
25,255,241,1
50,357,279,1
35,111,329,1
43,244,197,1
59,72,352,1
26,52,97,1
49,244,152,1
32,347,349,1
46,13,328,1
34,287,127,1
45,92,176,1
34,352,176,1
39,79,8,1
56,304,191,1
33,325,147,1
55,110,246,1
48,1,286,1
55,90,303,1
20,351,49,1
56,345,48,1
38,144,114,1
64,71,61,1
64,28,310,1
45,257,10,1
22,205,58,1
36,121,101,1
34,254,67,0
46,124,52,1
41,328,299,1
60,113,311,1
41,1,44,1
21,254,250,1
34,118,316,1
53,140,149,1
41,263,314,1
32,360,232,1
56,132,281,1
29,236,298,1
30,61,90,1
50,273,150,0
41,228,64,0
44,97,122,1
38,232,306,1
37,301,301,1
44,128,110,1
58,227,212,1
54,39,262,1
46,185,357,1
24,217,190,1
50,134,45,1
52,267,26,0
42,345,191,1
49,332,42,1
36,150,142,1
50,25,72,1
26,151,72,1
36,160,273,1
31,300,71,1
35,194,204,1
28,144,93,1
48,340,159,1
57,285,241,1
48,53,141,1
34,274,122,1
58,189,141,1
29,217,186,1
38,65,359,1
24,67,260,1
64,77,126,1
61,249,242,1
46,35,127,1
25,330,147,1
22,123,122,1
33,132,215,1
35,118,52,1
65,31,139,1
47,282,359,1
58,130,129,1
60,274,131,0
52,62,17,1
46,270,161,1
53,333,264,1
60,6,209,1
58,182,241,1
56,198,211,1
20,261,229,1
30,281,261,1
52,133,194,1
43,109,40,1
62,272,0,0
21,63,304,1
26,223,274,1
48,247,353,1
55,59,94,1
36,25,359,1
57,214,190,1
46,335,281,1
50,148,208,1
31,192,42,1
29,289,343,1
47,115,86,1
53,208,48,0
55,192,25,1
35,243,341,1
20,102,193,1
46,139,65,1
37,309,203,1
20,247,259,1
44,51,257,1
64,104,60,1
35,317,35,1
55,308,354,1
51,60,175,1
27,250,179,1
29,315,292,1
55,166,284,1
32,236,109,1
37,125,217,1
59,318,283,1
30,153,55,1
30,18,240,1
28,208,90,1
64,113,187,1
43,281,296,1
32,1,196,1
62,314,40,0
62,122,18,1
53,40,35,1
41,226,29,1
55,20,301,1
55,68,216,1
47,146,286,1
62,350,180,1
25,65,209,1
34,74,307,1
40,166,6,1
57,104,185,1
25,102,18,1
64,76,328,1
46,136,67,1
21,18,36,1
25,335,181,1
34,7,205,1
36,29,343,1
54,147,250,1
33,67,301,1
62,14,202,1
52,114,262,1
26,103,21,1
59,168,159,1
63,98,132,1
54,84,48,1
50,319,193,1
50,70,129,1
41,290,85,0
63,53,343,1
59,274,226,1
30,273,208,1
47,305,95,0
53,155,156,1
57,114,198,1
23,191,162,1
58,254,109,0
30,16,333,1
56,157,89,1
27,43,218,1
19,134,347,1
31,299,93,1
26,90,87,1
46,198,97,1
19,83,211,1
53,303,174,1
61,320,41,1
27,316,149,1
18,10,56,1
22,153,206,1
62,176,40,1
23,152,339,1
54,107,155,1
35,309,300,1
40,276,215,1
38,220,281,1
56,330,60,1
39,334,192,1
29,68,288,1
42,335,258,1
34,269,139,1
34,104,223,1
43,270,121,0
49,232,147,1
36,267,5,1
23,175,203,1
62,68,141,1
45,1,325,1
49,184,88,1
34,263,183,1
51,360,236,1
34,215,263,1
45,80,83,1
25,300,304,1
52,238,281,1
44,355,70,1
43,88,72,1
41,47,324,1
23,180,120,1
34,154,204,1
60,254,206,1
24,182,314,1
62,234,48,0
46,45,252,1
24,194,211,1
46,265,56,0
33,172,82,1
50,181,224,1
47,264,207,1
64,304,286,1
34,59,159,1
37,42,73,1
19,79,145,1
47,33,64,1
25,120,49,1
44,54,135,1
60,160,321,1
20,161,199,1
32,290,206,1
53,310,44,1
34,133,211,1
64,125,280,1
19,300,243,1
27,124,108,1
51,300,247,1
52,120,35,1
37,24,60,1
38,53,129,1
56,83,318,1
33,256,51,1
54,251,57,0
19,243,293,1
60,111,187,1
58,44,221,1
27,200,7,1
31,59,163,1
59,338,72,0
47,273,292,1
37,321,228,1
36,317,160,1
39,30,182,1
28,99,180,1
20,179,212,1
23,212,242,1
36,296,106,0
19,100,51,1
25,96,237,1
62,272,249,1
26,161,103,1
34,82,182,1
32,279,50,1
28,135,90,1
37,215,339,1
31,52,227,1
20,171,254,1
50,317,111,0
37,87,72,1
35,260,280,1
22,105,58,1
40,320,163,1
22,232,174,1
63,93,325,1
64,260,168,0
56,64,313,1
58,315,145,0
36,34,356,1
58,170,122,1
24,280,138,1
57,159,48,1
56,233,60,0
31,247,197,1
27,34,241,1
20,31,133,1
41,5,157,1
49,248,141,1
60,4,330,1
62,84,224,1
27,262,285,1
23,200,133,1
24,187,77,1
60,243,81,0
35,290,68,1
24,256,270,1
32,58,76,1
20,211,259,1
63,23,334,1
18,118,199,1
24,19,76,1
24,292,319,1
39,222,316,1
28,109,4,1
19,286,181,1
52,254,142,0
58,245,270,1
54,58,92,1
21,122,274,1
43,260,20,1
25,313,45,1
40,340,301,1
28,83,317,1
26,238,131,1
45,161,11,1
47,272,92,0
42,150,299,1
52,264,209,1
19,209,147,1
51,138,32,1
44,73,232,1
30,200,117,1
55,69,136,1
49,52,180,1
57,187,77,0
59,119,226,1
24,19,19,1
53,279,310,1
49,147,88,1
56,15,147,1
38,341,140,1
21,259,316,1
38,359,52,1
51,305,282,1
35,268,11,1
28,244,92,1
49,110,277,1
35,202,289,1
25,185,309,1
24,326,58,1
33,52,263,1
57,134,86,1
58,287,214,1
32,349,104,1
35,288,11,1
64,335,242,1
49,233,126,1
23,354,192,1
43,79,333,1
55,157,284,1
48,166,336,1
60,241,47,0
38,42,30,1
36,82,98,1
40,156,51,1
23,123,105,1
51,116,102,1
61,109,95,1
48,109,117,1
44,68,303,1
47,331,140,1
58,275,263,1
23,277,261,1
30,80,72,1
38,29,138,1
62,28,161,1
45,70,135,1
56,117,127,1
57,162,345,1
61,300,201,1
55,299,3,1
52,326,205,1
47,59,332,1
26,46,157,1
23,24,240,1
31,167,323,1
42,303,187,1
64,316,54,0
24,307,250,1
27,313,191,1
65,194,328,1
49,222,344,1
22,163,271,1
64,102,12,1
40,38,132,1
62,45,217,1
31,200,248,1
19,315,266,1
61,345,221,1
39,102,147,1
38,171,6,1
61,162,57,1
33,150,121,1
41,322,254,1
25,167,336,1
62,109,14,1
53,217,72,0
59,118,157,1
41,93,227,1
39,320,156,1
46,295,128,0
56,256,218,1
41,356,76,1
41,174,55,1
34,205,329,1
54,34,90,1
38,161,322,1
35,56,343,1
39,289,67,1
31,192,86,1
41,315,78,1
53,346,151,1
52,33,151,1
42,308,338,1
50,115,274,1
28,262,91,1
64,122,61,1
42,97,8,1
58,277,11,0
43,315,272,1
22,127,72,1
40,321,131,1
40,227,297,1
25,114,3,1
32,276,178,1
37,314,350,1
35,322,134,1
35,216,336,1
25,93,265,1
63,178,132,1
64,195,304,1
29,277,323,1
63,342,126,0
40,204,112,1
26,51,21,1
37,224,78,1
54,175,194,1
22,107,329,1
19,300,276,1
25,338,80,1
24,267,43,1
52,184,203,1
52,289,351,1
34,137,199,1
46,65,244,1
35,312,108,1
26,211,261,1
55,268,22,0
44,150,127,1
48,84,63,1
26,83,188,1
37,5,315,1
51,281,115,0
23,284,213,1
50,343,11,1
19,50,200,1
43,159,316,1
33,144,269,1
58,115,301,1
54,29,5,1
40,258,73,0
63,21,37,1
62,118,306,1
38,46,82,1
24,60,53,1
57,314,56,0
41,252,56,0
51,300,140,0
25,158,311,1
39,53,244,1
30,200,7,1
41,205,263,1
20,340,208,1
36,305,240,1
64,36,345,1
21,350,110,1
45,296,212,1
47,162,107,1
51,277,295,1
21,105,190,1
61,268,343,0
48,71,108,1
49,297,173,1
31,270,201,1
42,303,76,1
36,199,210,1
51,214,321,1
19,234,164,1
57,276,96,0
43,292,148,1
24,38,335,1
40,314,337,1
43,113,2,1
50,274,11,1
41,14,329,1
51,43,284,1
46,335,296,1
58,10,119,1
32,53,211,1
30,109,192,1
44,51,108,1
32,45,217,1
44,77,241,1
34,334,267,1
18,186,54,1
37,145,357,1
61,138,168,1
29,56,207,1
54,306,23,1
49,109,193,1
42,344,25,1
33,249,253,1
49,344,343,1
35,45,120,1
63,102,342,1
48,112,271,1
39,148,100,1
46,200,144,1
34,82,241,1
52,145,347,1
31,312,86,1
27,7,188,1
24,154,66,1
22,202,334,1
51,353,243,1
47,276,220,1
45,168,285,1
46,163,315,1
60,22,356,1
34,270,304,1
52,163,80,1
63,127,67,1
22,52,359,1
61,142,207,1
27,163,316,1
60,246,334,0
24,321,243,1
62,296,79,0
19,314,148,1
51,201,64,0
45,80,25,1
39,295,216,1
24,322,310,1
20,275,188,1
44,328,68,1
24,280,285,1
30,322,146,1
55,311,36,1
24,185,147,1
34,193,66,1
41,161,156,1
59,312,297,1
44,156,257,1
24,189,283,1
48,164,87,1
53,345,226,1
43,45,41,1
51,37,177,1
26,246,186,1
27,232,260,1
21,171,54,1
41,337,221,1
33,70,193,1
50,110,107,1
60,20,72,1
20,41,316,1
29,52,267,1
54,30,163,1
55,61,264,1
20,192,99,1
38,355,330,1
25,253,251,1
35,227,165,1
61,236,131,0
49,331,231,1
52,266,247,1
35,9,15,1
64,220,248,1
42,340,274,1
25,33,77,1
39,200,311,1
37,318,83,1
61,56,238,1
62,329,254,1
54,193,115,1
47,328,69,1
21,152,33,1
18,287,13,1
44,107,122,1
50,114,102,1
22,60,246,1
25,278,265,1
41,254,191,1
30,135,10,1
61,108,129,1
44,140,346,1
24,127,54,1
29,221,30,1
35,248,189,1
29,22,15,1
30,286,316,1
35,85,353,1
34,171,68,1
64,39,351,1
65,207,102,0
46,212,212,1
29,337,68,1
59,33,20,1
51,55,213,1
36,53,338,1
32,209,156,1
51,209,103,1
31,40,66,1
35,99,208,1
31,307,234,1
24,62,47,1
47,248,246,1
54,253,22,0
55,145,321,1
58,16,250,1
39,184,266,1
30,85,207,1
47,65,27,1
61,294,112,0
62,272,7,0
59,124,3,1
60,266,191,0
28,49,133,1
37,33,304,1
53,236,311,1
58,89,112,1
51,206,103,1
47,193,239,1
33,53,109,1
62,276,98,0
20,228,96,1
26,299,351,1
38,107,96,1
45,77,322,1
49,356,125,1
29,310,346,1
64,23,42,1
25,187,66,1
64,221,286,1
20,165,229,1
62,300,325,1
39,352,112,1
34,132,164,1
36,137,51,1
54,281,187,1
19,79,250,1
51,276,331,1
54,7,47,1
22,172,344,1
24,74,248,1
30,18,216,1
56,355,147,1
63,111,262,1
53,101,162,1
37,220,319,1
65,234,107,0
41,24,161,1
28,1,238,1
45,125,129,1
61,186,178,1
22,13,75,1
43,220,171,1
31,221,242,1
39,253,227,1
24,137,199,1
48,249,73,0
23,47,172,1
59,277,1,0
58,248,208,1
37,294,26,1
41,177,146,1
46,282,58,0
48,195,177,1
33,33,46,1
64,161,14,1
29,57,217,1
47,358,57,1
39,349,101,1
35,295,346,1
57,163,315,1
58,219,231,1
60,226,83,0
48,75,318,1
56,197,234,1
48,268,93,0
40,119,242,1
46,296,348,1
58,301,238,1
31,46,264,1
44,333,235,1
60,326,222,1
27,276,173,1
23,284,17,1
48,299,280,1
46,67,325,1
42,62,215,1
52,117,27,1
52,282,355,1
40,40,261,1
62,323,171,0
35,96,270,1
50,170,273,1
25,270,38,1
49,62,157,1
55,193,194,1
27,187,132,1
30,329,61,1
56,284,99,0
20,228,168,1
58,135,358,1
43,60,222,1
57,137,301,1
20,53,304,1
23,214,9,1
34,320,1,1
37,302,328,1
40,240,99,1
22,233,318,1
63,236,119,0
20,315,326,1
35,291,286,1
32,161,189,1
64,123,183,1
43,190,183,1
44,82,27,1
23,6,102,1
57,236,133,0
32,221,68,1
22,197,5,1
33,218,74,1
24,351,167,1
26,335,133,1
37,80,212,1
55,72,168,1
54,288,271,1
29,308,15,1
31,14,189,1
65,54,35,1
45,11,232,1
22,60,148,1
20,272,273,1
31,141,62,1
27,232,334,1
37,208,197,1
55,245,229,1
19,94,228,1
64,259,201,0
24,284,285,1
28,181,67,1
62,144,167,1
48,296,223,1
27,296,247,1
58,79,264,1
23,228,98,1
44,241,337,1
39,264,358,1
24,164,271,1
64,321,346,1
41,89,211,1
30,151,205,1
46,205,183,1
29,97,0,1
53,144,335,1
19,358,152,1
26,317,348,1
23,241,213,1
59,279,11,0
45,257,49,0
28,112,287,1
59,92,39,1
22,95,242,1
21,247,110,1
32,205,39,1
34,272,236,1
62,304,257,1
37,321,297,1
52,331,269,1
21,171,122,1
47,81,293,1
46,102,126,1
41,82,209,1
51,82,36,1
47,192,129,1
30,132,37,1
22,81,249,1
61,36,320,1
52,280,76,0
24,168,132,1
35,138,59,1
60,5,173,1
37,291,244,1
29,205,241,1
40,134,130,1
45,234,73,0
40,102,39,1
52,235,261,1
62,358,38,1
38,359,318,1
41,212,217,1
54,16,198,1
48,137,7,1
37,343,159,1
21,285,125,1
36,223,310,1
31,89,195,1
39,200,62,1
42,338,300,1
28,249,321,1
31,119,44,1
55,331,192,1
36,80,10,1
44,40,146,1
29,113,158,1
18,27,116,1
63,141,169,1
37,56,222,1
22,68,183,1
46,131,61,1
45,270,87,0
36,345,293,1
51,117,126,1
47,228,75,0
59,213,329,1
55,110,229,1
33,202,211,1
38,304,3,1
52,214,7,1
64,35,172,1
20,213,259,1
43,83,50,1
48,306,107,0
64,130,94,1
24,295,80,1
36,261,140,1
28,235,65,1
57,246,274,1
39,247,133,1
30,75,319,1
33,42,155,1
48,134,205,1
55,295,352,1
44,41,22,1
42,41,230,1
28,304,81,1
42,283,37,1
18,261,274,1
23,286,215,1
61,128,233,1
60,106,115,1
45,88,197,1
56,199,145,1
25,153,238,1
36,127,184,1
32,250,150,1
25,86,172,1
38,171,191,1
60,333,191,1
40,108,217,1
48,249,310,1
50,164,112,1
63,285,239,1
57,103,26,1
39,45,305,1
52,268,207,1
29,190,273,1
39,311,130,0
32,88,74,1
57,283,38,0
37,268,29,1
61,284,1,0
57,131,317,1
56,137,251,1
47,163,328,1
40,188,203,1
65,320,227,1
40,118,299,1
34,10,63,1
31,155,315,1
57,41,232,1
19,201,81,1
55,160,199,1
56,260,345,1
37,179,66,1
21,267,5,1
54,206,136,1
18,357,12,1
21,90,274,1
21,102,143,1
59,142,104,1
23,159,45,1
38,207,85,1
60,11,258,1
35,192,95,1
23,59,200,1
44,39,329,1
54,214,107,0
63,309,301,1
25,13,289,1
47,154,200,1
33,30,43,1
53,77,128,1
26,303,7,1
46,133,302,1
27,208,136,1
19,158,245,1
27,27,154,1
28,76,204,1
34,308,147,1
43,147,155,1
43,175,46,1
50,151,182,1
45,43,3,1
58,53,98,1
58,237,301,1
26,209,194,1
44,5,314,1
41,19,343,1
60,308,100,0
45,254,5,1
42,11,343,1
55,296,158,0
37,198,219,1
33,318,41,1
26,93,165,1
47,55,3,1
37,257,260,1
48,196,301,1
45,216,88,1
59,234,88,0
64,237,42,0
44,161,184,1
47,241,259,1
58,3,308,1
19,264,302,1
34,87,167,1
37,108,35,1
49,298,273,1
24,172,25,1
34,247,211,1
23,257,305,1
33,266,98,0
55,246,289,1
58,115,52,1
19,241,344,1
40,85,132,1
49,163,198,1
40,127,232,1
29,186,238,1
37,211,202,1
21,36,309,1
27,184,265,1
34,107,64,1
34,97,167,1
61,67,169,1
57,173,220,1
59,40,85,1
51,98,262,1
27,317,45,1
53,218,163,1
29,202,93,1
65,196,89,0
57,323,353,1
25,33,21,1
51,16,61,1
44,338,233,1
48,340,106,1
62,318,158,0
24,240,12,1
64,284,190,0
19,111,123,1
23,259,167,1
43,296,50,1
53,184,347,1
51,271,54,0
42,244,233,1
35,82,285,1
20,32,305,1
27,156,264,1
57,326,184,1
55,326,41,1
22,310,210,1
52,128,40,1
31,271,357,1
29,92,214,1
35,116,257,1
55,301,101,0
40,327,104,1
25,191,44,1
37,310,292,1
51,304,56,1
29,318,147,1
52,34,211,1
54,191,324,1
47,85,111,1
46,135,301,1
38,25,4,1
60,102,206,1
48,77,271,1
53,49,278,1
19,88,258,1
29,91,168,1
35,63,314,1
63,60,280,1
47,122,215,1
55,292,58,0
58,166,30,1
51,70,313,1
44,183,130,1
46,308,52,1
40,219,39,1
57,159,74,1
32,32,304,1
64,236,220,1
59,322,320,1
18,259,332,1
24,45,72,1
65,87,356,1
58,16,334,1
31,254,178,1
23,217,35,1
18,288,104,1
27,256,118,1
22,29,170,1
32,19,277,1
22,323,205,1
18,161,328,1
40,132,321,1
20,322,273,1
18,208,307,1
23,194,359,1
26,51,331,1
45,10,20,1
56,73,0,1
47,74,43,1
22,10,347,1
56,340,156,1
38,30,215,1
54,265,335,1
45,32,35,1
31,219,252,1
50,229,253,1
21,239,358,1
49,125,49,1
45,9,308,1
31,17,233,1
53,267,326,1
23,26,282,1
22,192,268,1
51,146,300,1
37,194,154,1
52,344,71,1
19,87,208,1
44,16,351,1
49,96,337,1
35,235,48,1
35,249,356,1
48,191,266,1
54,150,193,1
40,108,226,1
25,276,218,1
32,218,21,1
26,45,24,1
59,125,339,1
64,2,300,1
64,257,159,0
24,24,337,1
35,341,165,1
44,237,270,1
56,155,285,1
46,67,133,1
48,90,318,1
23,186,205,1
20,319,223,1
32,34,232,1
55,188,116,1
60,264,191,0
51,20,137,1
49,86,247,1
31,109,67,1
25,135,169,1
34,157,333,1
50,62,343,1
34,93,325,1
41,249,220,1
53,25,173,1
40,108,4,1
60,331,282,1
39,81,191,1
38,240,317,1
57,70,122,1
38,190,98,1
47,328,195,1
26,209,315,1
60,99,305,1
43,99,187,1
58,48,247,1
20,268,35,1
52,161,31,1
36,141,84,1
35,274,268,1
61,160,345,1
41,135,304,1
58,201,213,1
65,300,77,0
40,63,285,1
60,182,39,1
46,225,332,1
31,346,75,1
47,23,106,1
62,108,152,1
57,160,333,1
30,243,232,1
49,2,47,1
41,15,44,1
20,130,285,1
38,4,305,1
55,351,242,1
46,256,119,0
41,246,90,0
53,117,156,1
32,222,61,1
64,347,222,1
28,245,130,1
24,115,41,1
36,33,24,1
34,252,91,0
56,6,287,1
31,116,306,1
54,105,104,1
35,302,15,1
21,192,188,1
45,52,159,1
29,354,332,1
43,310,190,1
27,146,273,1
22,83,203,1
52,186,57,1
19,132,88,1
33,181,54,1
24,167,96,1
30,38,36,1
56,299,255,1
48,219,27,1
36,331,41,1
58,273,228,1
42,35,242,1
57,346,75,0
27,290,187,1
19,180,277,1
22,285,38,1
27,39,3,1
44,78,136,1
37,314,334,1
20,161,142,1
29,11,253,1
23,336,165,1
40,157,185,1
31,292,253,1
35,339,54,1
37,14,23,1
22,23,328,1
60,111,247,1
49,344,351,1
46,140,285,1
33,324,294,1
22,202,80,1
42,307,222,1
45,82,3,1
24,92,316,1
51,307,148,0
42,298,201,1
24,204,97,1
38,313,313,1
63,111,57,1
64,268,87,0
39,153,259,1
63,268,1,0
56,243,83,0
26,299,25,1
30,17,251,1
53,6,108,1
54,227,250,1
47,345,224,1
60,45,131,1
23,101,199,1
32,251,129,1
62,3,240,1
51,331,268,1
34,346,145,1
55,291,48,0
21,152,273,1
45,139,168,1
36,267,40,1
56,16,28,1
32,103,288,1
44,349,315,1
53,112,323,1
63,347,231,1
39,151,232,1
40,89,350,1
53,223,215,1
51,320,244,1
46,267,86,0
65,279,258,1
43,354,246,1
47,127,60,1
38,293,18,1
41,343,209,1
55,168,52,1
25,186,48,1
62,31,323,1
57,297,270,1
58,20,107,1
63,84,197,1
45,270,47,0
47,339,326,1
23,344,75,1
37,214,299,1
60,227,174,1
51,92,252,1
30,336,217,1
35,346,31,1
26,248,207,1
62,155,65,0
34,49,294,1
31,59,219,1
20,311,192,1
60,30,42,1
43,241,200,1
50,244,1,1
40,137,45,1
35,263,22,1
38,224,274,1
40,147,234,1
64,94,342,1
58,68,142,1
41,146,98,1
23,192,210,1
63,63,13,1
31,355,5,1
33,167,245,1
54,207,249,1
30,121,120,1
45,70,354,1
37,62,108,1
39,22,130,1
35,87,267,1
52,203,108,1
20,275,272,1
57,288,118,0
37,134,261,1
63,226,241,1
51,42,255,1
54,337,1,1
40,62,31,1
63,67,154,1
31,146,147,1
43,92,160,1
22,345,89,1
21,173,159,1
30,342,349,1
63,51,249,1
58,251,156,0
58,40,320,1
37,264,258,1
45,95,43,1
43,111,275,1
60,24,332,1
48,103,67,1
46,282,235,1
46,75,336,1
49,94,272,1
19,98,130,1
62,265,262,1
25,289,64,1
26,36,318,1
65,173,125,0
26,126,253,1
55,33,58,1
59,11,240,1
52,266,35,0
52,95,132,1
19,324,115,1
40,221,118,1
63,200,101,0
32,230,225,1
37,82,269,1
43,96,170,1
33,296,193,1
22,48,170,1
25,166,305,1
64,194,97,0
31,335,189,1
64,128,259,1
29,350,163,1
35,148,9,1
51,289,131,0
23,143,318,1
64,296,221,0
57,357,179,1
31,23,80,1
46,30,336,1
45,175,201,1
40,271,75,0
20,48,43,1
41,284,190,1
61,170,133,1
36,57,309,1
49,53,207,1
19,216,85,1
38,94,208,1
20,97,134,1
37,121,140,1
46,178,11,1
61,182,335,1
19,227,331,1
27,26,37,1
52,122,263,1
19,201,150,1
30,319,159,1
54,325,144,0
61,340,73,0
46,207,92,1
54,335,351,1
53,307,359,1
30,53,31,1
50,34,261,1
29,243,272,1
23,198,213,1
45,75,325,1
36,69,195,1
48,122,141,1
28,165,230,1
54,224,87,0
37,205,232,1
60,304,324,1
30,135,111,1
28,72,44,1
59,73,274,1
64,124,234,1
40,9,90,1
42,220,247,1
60,264,224,1
43,63,75,1
21,234,79,1
20,222,102,1
22,141,19,1
63,263,8,0
57,132,18,1
57,146,130,1
43,27,56,1
23,206,273,1
62,314,104,0
33,314,52,1
60,327,15,1
57,132,78,1
21,251,297,1
24,161,165,1
40,149,203,1
23,50,187,1
55,30,111,1
46,56,184,1
24,206,224,1
27,95,183,1
30,224,138,1
53,53,337,1
19,89,164,1
64,215,162,1
24,356,2,1
64,326,82,0
60,184,321,1
48,311,299,1
57,32,131,1
27,288,71,1
55,303,33,1
20,227,174,1
53,121,8,1
44,204,133,1
29,209,28,1
48,277,88,0
38,290,109,0
29,235,211,1
40,358,354,1
48,298,284,1
60,108,80,1
60,31,251,1
49,12,316,1
27,239,357,1
59,82,203,1
61,304,216,1
48,130,5,1
23,286,300,1
47,257,13,1
35,198,165,1
53,273,240,1
27,348,298,1
47,301,219,1
26,332,219,1
65,226,351,0
31,283,336,1
61,184,75,0
39,106,306,1
32,263,105,1
34,130,100,1
63,54,72,1
38,345,141,1
20,351,148,1
30,284,30,1
49,333,346,1
52,110,251,1
19,92,315,1
58,39,220,1
34,24,323,1
57,26,146,1
60,268,123,0
20,150,356,1
63,319,158,0
40,351,115,1
44,260,299,1
40,333,125,1
59,257,208,1
27,152,179,1
59,171,248,1
45,229,272,1
23,41,21,1
40,237,179,1
52,215,346,1
25,253,341,1
33,193,159,1
29,226,118,1
41,193,189,1
58,147,106,1
48,232,36,0
26,44,279,1
23,242,258,1
20,294,333,1
63,121,92,1
47,252,80,0
43,182,235,1
41,331,230,1
36,94,50,1
62,263,30,0
26,277,279,1
42,230,133,1
46,311,54,1
25,7,262,1
59,14,240,1
61,218,12,0
21,278,106,1
62,50,177,1
45,44,156,1
21,247,161,1
58,325,315,1
46,356,41,1
60,14,10,1
29,162,265,1
34,99,53,1
62,283,233,1
53,310,355,1
52,344,305,1
44,304,282,1
35,91,197,1
34,7,141,1
46,201,158,1
49,15,217,1
43,41,10,1
29,23,289,1
29,335,250,1
42,217,135,1
61,268,358,0
35,219,53,1
30,168,281,1
38,241,359,1
25,180,124,1
64,142,318,1
60,126,69,1
33,232,327,1
55,100,165,1
47,307,313,1
47,167,102,1
30,341,240,1
29,115,233,1
36,125,60,1
22,43,139,1
22,316,357,1
61,235,91,0
27,302,91,1
37,68,130,1
57,208,251,1
26,155,338,1
18,36,163,1
24,251,308,1
59,235,203,1
25,295,19,1
34,9,116,1
30,168,138,1
53,323,323,1
23,348,295,1
40,296,30,1
31,39,255,1
39,121,255,1
22,138,195,1
27,11,200,1
43,184,112,1
19,15,27,1
37,147,50,1
23,258,8,1
56,244,132,0
61,249,102,0
24,128,37,1
29,335,103,1
44,158,85,1
58,186,76,0
44,116,166,1
59,168,326,1
56,98,338,1
55,357,202,1
48,77,191,1
65,212,234,1
36,216,208,1
64,70,73,1
28,234,108,1
56,262,33,0
27,251,53,1
47,169,29,1
24,146,99,1
46,119,251,1
45,45,291,1
25,232,248,1
35,156,65,1
65,60,167,1
35,65,109,1
48,287,6,1
47,67,146,1
19,198,227,1
25,289,69,1
32,25,12,1
49,53,297,1
65,168,41,1
46,57,339,1
64,332,18,1
32,267,7,1
36,198,235,1
63,4,329,1
55,242,328,1
19,19,13,1
42,37,340,1
27,142,270,1
38,44,179,1
18,229,8,1
28,309,7,1
60,339,7,1
49,137,60,1
22,134,360,1
26,62,163,1
51,47,12,1
41,293,358,1
35,97,72,1
60,138,244,1
43,129,354,1
30,320,225,1
23,25,61,1
57,103,52,1
50,232,87,0
30,248,237,1
45,188,35,1
37,45,282,1
44,123,199,1
35,144,179,1
32,134,155,1
32,278,346,1
58,39,209,1
58,268,80,0
43,37,245,1
33,275,74,1
25,99,211,1
60,100,301,1
46,354,13,1
34,188,268,1
46,157,192,1
62,48,179,1
41,101,168,1
24,115,150,1
27,143,322,1
40,244,347,1
37,16,266,1
25,169,90,1
39,87,0,1
53,143,331,1
41,15,31,1
60,46,288,1
23,189,13,1
62,125,296,1
40,193,246,1
45,100,290,1
37,40,103,1
50,260,262,1
35,46,298,1
29,172,181,1
23,170,231,1
46,142,264,1
38,1,328,1
31,16,78,1
57,208,126,1
44,55,353,1
51,173,25,1
26,19,43,1
44,6,36,1
49,336,150,1
48,264,101,0
59,316,18,1
26,84,105,1
55,278,262,1
58,40,89,1
22,248,356,1
28,318,7,1
62,167,184,1
57,108,201,1
35,87,59,1
37,96,35,1
48,314,104,0
29,334,19,1
34,89,25,1
21,210,95,1
56,231,151,1
33,258,170,1
51,228,279,1
56,289,275,1
55,116,55,1
51,18,297,1
46,82,17,1
19,96,5,1
21,217,61,1
